possibilita estado trate situações direito resistência cidadã terrorismo desrespeitando direitos humanos ações violentas genocidas	train
lei apenas cria novo requisito remetente precisa pessoa física acabando isenção caso compras lojas exterior	train
muitos não preparados exercer advocacia exame ordem possibilita apenas habilitados possam exercer atividade desta forma efetiva exercício advocacia bom sistema jurídico	train
exame ordem exige mínimo conhecimento exercer profissão	train
sociedade toda perde fim exame colocaremos profissionais desqualificados mercado irão prejudicar vida patrimônio qualidade cidadão defesa direitos	train
retrocesso aumentar jornada trabalho país hoje nao respeita leis trabalhistas não flexibilizar garantias acabar	train
autonomia perícia	train
câncer oab acabar	train
cada criador responsabilidade ama cães pagando erros pessoas não souberam cuidar amor atenção cães antes jugar qualquer raça procurem saber historia cada cão	train
abertura profissão completamente saturada colocando pessoas ainda despreparadas sabemos existe deficiência examinação prova qualquer forma não deixa etapa seleção bons advogados	train
latifundiários gananciosos invadiram terra fauna agora querem abater tiros animais invadem terras atrás alimento	train
não vejo nenhum ponto negativo pois mercado trabalho melhor exame sim separa joio trigo	train
todos	train
além tempo idade pagamento 400 reais idosos pobres dinheiro gerido bancos q certeza hora aposentar pessoa não receberá q esperava	train
ridículo pensar banir único filtro restante segurar inserção péssimos profissionais mercado trabalho antes qualquer coisa proteção própria coletividade vedando atividade profissionais não mínima capacidade trabalho	train
desburocratização juntada provas processo execução	train
animais não culpa nenhuma agem forma criados criarem qualquer raça modo errado vão ficar bravos então problema não raça sim donos	train
nenhum ponto positivo nessa proposta	train
duplamente excluídos pois não encaixamos pcd tampouco constatando perda auditiva não contratado vaga comum ficamos limbo	train
além contar elementos autoritarismo projeto inócuo não doutrinação política escolas brasileiras regra raríssimos casos coisa importante tratar educação	train
lei apenas cria novo requisito remetente precisa pessoa física acabando isenção caso compras lojas exterior	train
nenhum porque certas pessoas não sabem criar porque cão criado pra docil vai docil dono cria pra violento problema não cão	train
médico não aprofunda dietoterapia graduação nutricionistas estudam psicologia endocrinologia farmacologia forma superficial atuam tais	train
aumentará pena indivíduo atuado maltratando animais	train
nenhum	train
vão destruir raça super dócil propôs não conhece raça	train
exame importante parar aferir qualidade bacharéis direito tantos cursos direito ofertados país exame forma blindar mercado péssimos profissionais invés extinguir deveria melhorar intensificar forma fazer exame	train
tira direitos adquiridos	train
vão acabar pouca reserva	train
não existe ponto positivo	train
inconstitucional	train
inconstitucional pois entidade classe não pode qualificar sim fiscalizar escritos	train
animais merecem respeito vida digna preservar vida	train
parar fumar prensa amém	train
todos pontos negativos país não protege fauna fadado fracasso retrocesso cometendo atrocidade seres inocentes têm direito vida	train
nutricionista profissional regularizado conselho atributos não pode ter prática compartilhada outras profissões assim médico não pode fazer tratamento dentário	train
desvalorização nutricionistas deficiências tratamento nutricional população nutricionistas únicos profissionais habilitados tal função vida inteira pesquisa prática profissão esforços não podem desmerecidos	train
nenhum pois lei deixa claro encomendas 100 não podem taxados	train
quiropraxia especialidade profissão fisioterapia regulamentada desde 1969 não pode criar outra profissão detrimento outra existe não existem pontos positivos nesta proposta	train
retrocesso total	train
crime contra saúde mulher	train
perdemos umas raças grande problema pois animais não culpa serem violentos culpa donos	train
justiça	train
princípio igualdade	train
prova fundamental filtrar bons profissionais afinal realidade jurídica brasileira caos	train
trazer respaldo pra servidores penais regulamentando funções	train
não fundamento tipo cota	train
compete oab resolver sobre tema exame tradição forma qualificar classe	train
10000	train
deputado claramente não sabe nada nutrição menos ainda sobre medicina porque não preocupar crise financeira país deixa nutricionista paz	train
prova serve verificar bacharéis aptos atuar mercado acordo conteúdo aprendido durante faculdade filtro importante toda sociedade deveria inclusive aplicado todos cursos superiores	train
nenhum pois lei deixa claro encomendas 100 não podem taxados	train
diminuição prazo prescricional	train
retrocesso pois registro faz exigências proteger partes negócio jurídico segurança jurídica ficará comprometida não possível escolher registrador assim não podemos escolher juíz populismo	train
redução autonomia fisioterapeuta ter especialidade tão característica dessa área atuação tratamento através terapias manuais	train
esperanto segunda língua pessoas torna justa comunicação internacional protege culturas	train
respeito crfb isonomia	train
garantia parâmetros bem público prevalecendo sobre parâmetro lucro inerte questões humanitárias benefício	train
aumentar jornada trabalho oito dez horas retirará empregados tempo descanso lazer convívio familiar social impossibilitará estudo terceiro turno dia aumentará número acidentes trabalho doenças ocupacionais	train
descaracterizar cursos integrados grande potência ifs índices invejáveis pisa	train
exame monte advogado não sabe nada imagine exame	train
nenhum deputado não área saúde segue preceitos religiosos indo contra premissa estado laico	train
não nada positivo	train
nutricionista único profissional capaz avaliar prescrever acompanhar roda evolição tratamento nutricional	train
acredito inviável permitir todo bacharel torne advogado assim exame ordem constitue único limite exercício advocacia portanto não vejo melhor caminho não continuar exigindo aprovação exame ordem	train
nenhum	train
reconhecimento todas areas policiais	train
diploma deve suficiente aluno possa exercer profissão	train
garantir direito povo brasileiro aposentadoria visto hoje cada vez vejo aposentados não conseguindo receber não recursos estados	train
devemos preservar diversidade manter equilíbrio existente mundo animal	train
repensar antes cometer qualquer ato indiferença crueldade	train
nenhum pois lei deixa claro encomendas 100 não podem taxados	train
arma feita pra causar dano outrem definição quanto armas mortes não necessariamente bandidos	train
motivos deram direito trabalhadores petrobras folgarem 21 dias trabalharem 14 dias valem trabalhadores terceirizados multas vezes desempenhamos mesmas funções não justo governo tratar terceirizados forma diferente	train
padronização tudo padronizado bom	train
existe tempo formação matéria prática forense	train
acabar injustiças cometidas profissionais corrigem provas forma injusta nada equânime principalmente acabar mercantilismo gira torno exame oab caro não sabe fazem dinheirama entra cofres	train
idioma respeita características cada nação estabelece comunicação justa fraterna horizonte fraternidade universal	train
toda ferramenta freiar desrespeitos prerrogativas postas estatuto advocacia principalmente âmbito policial bem vindas	train
todo animal tratado forma negligente violenta tornará assim qualquer animal qualquer cão tanto trabalhe pra impor leis punam tipo dono incentivam cães serem violentos entende lei animais espelhos donos	train
regra transição dura pra 50 anos menos	train
lei inutil pois lei diz 100 não pode taxado	train
realizar exame não demonstra incapacidade ninguém sim valorização profissão deveras importante manutenção justiça	train
nenhum pois lei deixa claro encomendas 100 não podem taxados	train
pilula anticoncepcional não funciona apenas previnir gravidez remédio indispensável mulheres sofrem diversas doenças sop sindrome ovario policistico projeto violação direito mulher	train
extinção exame oab permitirá pessoas conhecimento jurídico básico exerçam profissão colocando risco direitos fundamentais daqueles clientes	train
fere direito liberdade cátedra fere constituição viver ato político tal doutrinação existisse resultado deste processo eleitoral 2018 não sido regido manipulações redes sociais acorda brasil	train
alimentação base tratamento inúmeras doenças pode médico ficar vetado não via regra faça sozinho sempre vai melhor trabalho multidisciplinar sempre possível	train
deveriam incluir projeto proibição carameloii artificial	train
animais vidas não sinal processo positivo sim crueldade além retrocesso constitucionalidade inoscentes	train
reduzir pensão viúvas necessitam bpc antes reformas classe política dar exemplo renunciar privilégios penduricalhos	train
nenhum pois lei existente deixa claro encomendas 100 não podem taxados então farça ai decreto não deixa mentir	train
ponto positivo talvez pessoas não levariam faculdade tão sério saberem não iriam submeter exame poder exercer tal profissão	train
lei deixa claro encomendas 100 não podem taxados lei apenas cria novo requisito remetente precisa pessoa física acabando isenção caso compras lojas exterior	train
exame oab não poder dizer pode opu não exercer profissão exame total cunho lucrativo reprova faturar tira emprego milhares bacharéis	train
fim doutrinação proselitismo político sala aula	train
todos	train
rotweiller mora junto pincher criança 3 anos favor rotweiller agressivo poupe	train
morte animal não deve fonte lazer	train
piada nacional religião poucos afetando muitos logo idade média volta	train
nenhum pois lei deixa claro encomendas 100 não podem taxados	train
prova ordem deparamos péssimos profissionais imagine extinção deveria manter incluir provas desse nível demais profissões afetam todos	train
corrige inúmeras injustiças país além promover valorização profissionais dedicados educação	train
prejudica trabalhador	train
nenhum cachorro independente raça merece morrer	train
mudança sede if baiano prejudica fortemente servidores ali alocados estruturas familiares	train
capacidade profissionais baixa imagina retirada certame vai advogado formado beira esquina lesando cidadão existir filtro exame proporciona	train
aprovada	train
transparência processos formação preços	train
caça níquel não avalia nada profissionais direito	train
criar requisito ambos serem pessoas físicas invalida qualquer tipo comércio justo repentemente tanto pessoa física jurídica assim poderia aplicado destinatário	train
fabricará péssimos advogados	train
função essencial atividade judiciária grave risco integridade física destes servidores	train
seres humanos não podemos colocar culpa cães erro cão faz ensinado fazer lei devia punir dono não cão	train
aposentado doença receber 60 salario minimo condenara miseria morte pois sus nao funciona aconsulta custa	train
mp órgão ganhado notoriedade país atuação pode melhorada quadro membros servidores adequada	train
nenhum culpa nunca natureza	train
apenas 12 conseguem passar exame oab dentre ainda existem péssimos profissionais problema não exame problema estudantes cursos curso não bom muda faculdade não consegue passar exame oab muda profissão	train
prescrição dieta somente nutricionista	train
q	train
todas informações nessa proposta induzindo assim outros erro brasil não produtor produtos tecnologia sendo brasileiros obrigados importar todos tipos componentes	train
punibilidade prescrição não entendi não vejo ajude combater impunidade	train
não existe nenhum ponto bom onde viu trabalhar 10 horas diárias retrocesso gigantesco qualidade vida trabalhador	train
exame ordem fundamental classe desde criação serve selecionar reais profissionais pois sabemos bem existem péssimos profissionais atuando imagina desta forma sempre indispensável	train
varias faculdades brasil possuem péssimo ensino contar outras tantas vendem diplomas exame ordem prova fácil estudou mínimo necessário asvogado	train
trecho projeto diz envio pessoas físicas físicas não concordo pois maioria população compra lojas online caso pessoas jurídicas	train
garantir tratamento completo usuário meio hospitalar	train
péssima formação recém formados	train
professor sala aula não representando próprio idéias transmitir conhecimento didático prepare aluno sociedade competitivo mercado trabalho	train
tudo	train
nenhum pois lei deixa claro encomendas 100 não podem taxados	train
nao prioridade ensino integrado impedimento acadêmico retirada exigência formação professores aumento cursos ensino medio função principal estado não união	train
aumento custo familiar salário aposentado baixo	train
garantia trabalho funcionários públicos	train
dieta nutricionista não médico	train
tempo contribuição longo não existe igualdade todos trabalhadores reforma quer basear sistema não dar certo realidade país muitos outros motivos	train
nenhum	train
pessoas não senso moral sensibilidade direito vida punido adequadamente sofrendo corretamente consequências ações	train
não encontrei	train
não existe ponto positivo matar animais abominável	train
nenhum	train
estudamos 5 anos fazemos estágios aprovados instituição ensino prova aptos seguir carreira escolhida alho feito controlar instituições	train
médicos prescrevem medicamentos nutricionista prescreve dieta saber encaminhar paciente outra espacialidade manter finalidade faz parte boa execução trabalho saúde	train
maior segurança respectivos profissionais pois mesmos têm profissão risco vida	train
evita criação perpetuação canis conhecidos fábricas filhotes onde maioria vezes animais mantidos sob péssimas condições sofrendo diariamente	train
agentes penitenciários precisam reconhecidos constitucionalmente pois desempenham segunda profissão perigosa mundo	train
militares reservistas não sofrem nenhum tipo discriminação direito privilégios projeto vergonhoso	train
proibido att	train
pontos negativos lei apenas cria novo requisito remetente precisa pessoa física acabando isenção caso compras lojas exterior	train
proposta vai encontro compromissos aceitos brasil campo internacional pacto san josé costa rica vedação retrocesso premia mau empregador prescrição deixará pagar verbas devidas atentando contra art 170 cf	train
capacidade informação quantidade jovens utilizam ilícitos forma detectar maior incidência tráfico universidades	train
nenhum nenhum	train
escola deve ensinar conteúdos didáticos formação opinião deve vir casa busca informação convívio própria comunidade	train
lei apenas cria novo requisito remetente precisa pessoa física acabando isenção caso compras lojas exterior	train
não existem pontos positivos	train
exercer profissão adquirir prática após colação grau ainda conhecimentos atualizados	train
completamente desumano necessitam assistência	train
indo contra lei federal único profissional qualificação nutricionista formação especializações	train
desvalorização mercado editorial	train
lei estabelece encomenda isenta deve pessoa física pessoa física absurdo pois pois contraria lei vigente	train
exercer profissão concluir cinco anos curso todos cursos superiores deste país deixando grave afronta constituição além parar vergonhosa captação dinheiro oab	train
fortalece instituição maior celeridade prestação serviço	train
não	train
nenhum pois lei deixa claro encomendas 100 não podem taxados	train
todos iguais perante lei então crie exames todas profissões	train
recupera danos causados proliferação desordenada operários vieram construções ficaram	train
tudo depende forma cão treinado portanto deve responsabilizado dono não punir duas raças	train
demora muita aprovado	train
não existe exame mercado saturado profissionais ruins imagina porteira aberta deve sim existir peneira	train
reforma perversa vil injusta desampara cônjuge viúvo filhos menores impede integralidade encontrou décadas desemprego caixa 40 anos 90 servidores municipais não ganham teto	train
bacharéis conclui curso vezes preparados muitos passam exame ordem passar exame ordem não garantia preparado sim habilitado pratica vai qualificar profissional não exame ordem	train
lei apenas cria novo requisito remetente precisa pessoa física acabando isenção caso compras lojas exterior	train
nada perfeito poderá aumentar imprudência outro não dirige responsabilidade viatura	train
permitir risco paciente risco dieta errada falha insuficiências graduação medicina não capacita médico função	train
não	train
criterio justo apenas cor pele voce pode ter pele clara filho pessoa pele escura ter sofrido todo preconceito hora classificarem voce considerado branco	train
inovação gestão pública melhoria processos satisfação cidadãos servidores públicos motivados atividades desafiadoras	train
poder dar mães suspeitam abuso sexual intrafamiliar possibilidade denunciar medo represálias assim proteger próprios filhos	train
reconhecimento valorização profissional melhor desenvolvimento sociedade	train
nenhum pois lei permite importações 100 dolares não podem taxados	train
não veja nada positivo querer cobrar imposto pessoas cansados pagar impostos decreto lei fala produto abaixo 100 não pode taxados	train
vida indispensável passível total proteção estado	train
mercado reprova nao atualizar ruim nao cria oab nao serve medir cohecimento	train
incentivo pequenos empresários	train
ideia perversa novo governo veio bojo dessa proposta estimular crianças serem delatoras direita copiando métodos china comunista	train
autonomia exercício profissão reconhecimento classe	train
supressão direitos trabalhistas retrocesso social ofensa cláusula pétrea inconstitucional	train
tal alteração implica gravíssimo retrocesso trabalhador três meses após dispensa ainda tentando descobrir pagará contas focando energia obter novo emprego jornada diária 10hs absurda mostrado história acarreta continua	train
nutricionista devidamente qualificado tal função afinal prescrever dieta não simplesmente juntar alimentos combinar alimentos além disso	train
desinformação sobre recall mandato	train
verdadeira piada mal gosto servidores públicos população usuária desses serviços não qualquer justificativa legal moral	train
concordar reforma vai acabar bpc idosos ter moradia avaliada acima r mil reais	train
prescrição 3 meses ridícula empregador oportunidade fazer banco horas não precisa extender jornada 10hrs qto comissão obrigatoriedade inconstitucional inafastabilidade jurisdição princípio conatitucional	train
restrição terceirização	train
nenhum pois lei deixa claro encomendas 100 não podem taxados	train
qualificação advogados necessária realização prova inclusive concordo tempos tempos reciclagem	train
filtra realmente apto trabalhar deveria requisito exercício todas profissões	train
absurdo pois precisamos coisas melhores brasileiros dessa maneira pioram cisas vivem disso	train
acabar exame ordem colocaria profissionais despreparados	train
extrema importância cpi podermos colocar cadeia criminosos responsáveis crime pois aconteceu crime parabéns deputada joice hasselmann atitude	train
nivelamento baixo profissão	train
saúde vida pessoas animais planeta	train
seguirá diretrizes internacionais educação prática quiropraxia reconhecida federações internacionais profissão principalmente organização mundial saúde	train
certifica direito garantido pois mec certifica capacidade formando	train
subtração palavras domésticos domesticados trará impunidade maior parte crimes maus tratos	train
mp cede mp desigualdade	train
não podemos retroceder questões ambientais sim aumentar penas crimes ambientais proibir pássaros gaiolas	train
bem queria tb ter infância hj faço voto sim crianças	train
lei apenas cria novo requisito remetente precisa pessoa física acabando isenção caso compras lojas exterior	train
atribuição privativa nutricionista prevista lei	train
autonomia reconhecida acompanhamento necessário prestação serviço fiscalização presos	train
2 raças super dóceis tutores maravilhosamente protetora família infelizmente não caracteres suficiente descrever tanta qualidades nesse animais	train
nenhum	train
professores homens mulheres aposentarem 60 anos complicado não mexer aposentadoria políticos	train
pitbull rottweiler ótimos não merecem violentos poucos ficaram assim péssima criação seres humanos n concordo projeto	train
decisão onde busca direitos desprotegidos lei não sob batuta remédios jurídicos aprovação desta proposta revigora vida pessoas deixadas deriva esferas governamentais	train
prova imoral danosa estudantes	train
prejudica professores permite classe receba menos salário mínimo desumano	train
regulamentações frutos pressão grupos fe interesse querem privilégios garantias não concorrência outro indivíduos sociedade setor trabalham podendo prestar serviços piores cobrar impunemente preços maiores	train
nenhum estabeleceu limite	train
nenhum	train
estudando direito advogada assim concluir faculdade exame ter grandes lucros não acabar menos reveja valor absurdo	train
formação atualmente fraca pensa peneira oab	train
esperanto imenso efeito propedêutico posterior aprendizado outras línguas inclusive ajuda melhorar comprensão aprendizado própria língua portuguesa	train
nenhum nascerá lei vício congênito insconstitucionalidade	train
nenhum ponto positivo pois lei deixa claro encomendas usd 100 não podem taxados	train
gera empregos resolve situação veículos antigos ainda placas amarelas documentação	train
existe lei tal alguma coisa alterada valor 100 dólares defasado reajustado 200u projeto impopular vai encontro proposta presidente bolsonaro reduzir carga tributária destinada população	train
não quero professor nazista ensinando filhos	train
nenhum pois lei deixa claro encomendas 100 não podem taxados	train
chegou hora oab prestar contas acabar prova não mede capacidade ninguém apenas arrecada dinheiro	train
não negar hipossuficiência trabalhador assim precarização trabalho reforma trabalhista ainda rever questão terceirização tornou absurdo trará acidentes trabalho	train
proposta base único partido única visão conservadora fundamentalista educando deve conhecer entender sobre todos aspectos cotidiano	train
melhorar definições demissão voluntária interesse empregador camuflada	train
problema não raça sim donos não cuidam direito querer exterminar cachorro conta humanos irresponsáveis não faz sentido	train
muitas violencias abandonos contra seres indefesos	train
não favor atrocidade dessas brasil perder milhares milhares km florestas ainda vai deixar caça liberada cumulo ignorância governo ridículo	train
haverá aumento tarifas fim subsídio cruzado municípios menores não lucro ampliadas taxas impostos hoje subsidiados empresas estatais	train
irá decair nível exame	train
prejudica servidores públicos 25 anos serviço publico regra transição servidores públicos abrangente proteger próximo aposentar servidores pagaram pagam previdência	train
criação vagas mpu maior celeridade prestação atividade desenvolvida instituição	train
médicos não possuem capacidade alguma prescrever dieta prescrição dieta nutricionista	train
respeito valorização ritmo individual cada facilitando ampliando aprendizado	train
ampliar jornada trabalho	train
crivo habilitação profissional meio mec junto instituições ensino superior destruição reserva mercado diminuição ganhos oab instituição não contribui nada pra administração justiça progresso país	train
zero	train
colocar pessoas incapacitadas mercado trabalho saturando classe advogados brasil	train
extinção animais silvestres crueldade	train
fim crueldade animal	train
não vejo pontos negativos sim reparar dano causado promessas não compridas	train
inúmeros estudos apontando relação negativa aumento jornada trabalho produtividade qualidade vida trabalhador si demonstra caráter meramente exploratório dessa proposta	train
nutricionista profissional capacitado prescrição dietas deve formação base graduação atividade privativa nutricionista sim	train
barato	train
segurança entender	train
seres vida sentimentos devemos ter consciencia indefesos pessoas maltratam seres devem punidos punição grande suficiente nunca maltratar nenhum desse	train
extinguir seres humanos independente raça cão espelho dono	train
aberração formação cartel penaliza consumidores retrai setor aniquila pequenas empreiteiras torna impraticável investimento	train
pl não debatido comunidade contrariando gestão participativa democrática definida legislação	train
existe lei permite 100 portanto novo projeto lei cria empecilhos compras lojas exterior	train
preservação animais selvagens silvestres	train
deveria estender corpo docente	train
nenhum	train
nenhum pois lei deixa claro encomendas 100 não podem taxados	train
atribuição cada profissional deve respeitada	train
iria desvalorizar ainda profissão sinceramente não mercado povo todo	train
cotas ações afimativas diminuir desigualdade grupos sociais discriminados não privilegiar classe totalmente inconstitucional fere democracia isonomia	train
atribuições iram almentar	train
desafada lei apenas cria novo requisito remetente precisa pessoa física acabando isenção caso compras lojas exterior	train
não pontos positivos	train
simples análise grade curricular cada curso nutrição medicina suficiente concluir médico não capacitado calcular prescrever plano alimentar	train
tirando pouco conquistas trabalhadores abusivo	train
censura docentes	train
prova declarada constitucional prova necessária exige apenas 50 acerto prova ordem existe outros países democráticos deve continuar	train
qualidade serviço acima limite gastos	train
disporá mercado profissional completamente desqualificado trabalho	train
fere princípios igualdade isonomia todos terem direito prestar concursos forma igualitária independentemente cor raça grupo pertença separar pessoas grupos vai contra ideal igualdade isonomia	train
não ponto positivo único profissional habilitado orientação nutricional nutricionista conhece fundo efeitos cada alimento saúde indivíduo	train
renovação	train
contra loucura caça	train
pacotização faz qualidade atendimento nivele baixo tira incentivo novas tecnologias procedimentos	train
ingressar celeridade advogados campo trabalho	train
nenhum pois lei deixa claro encomendas 100 não podem taxados	train
sobrará dinheiro investimentos infraestrutura	train
não possuem capacidade aprovação simples exame não possuem capacidade postular outrem exame filtro apenas profissionais capacitados possuam devidas prerrogativas	train
amparo legal	train
médicos não aptos prescrever dietas não estudam pra não conhecimento sobre	train
afronta visceralmente cláusulas pétreas vigentes constituição afora aberração enquanto projeto caminha contramão políticas praticadas mundo representa atraso óbvio prejuízo povo brasileiro	train
pontos positivos pessoa responsabilidades necessárias ter tipo raça	train
desenvolvimento profissional muitos bacharel direito	train
expõe sociedade quanto governo empresariado odeiam trabalhador	train
não existe pontos negativos absurdo aumentar cargo horária retirar direitos trabalhadores elenao	train
nenhum projeto lei não trás nenhum ponto positivo pois 1804 1980 deixa claro encomendas não podem taxadas	train
inclusão social fim exame ordem milhares bachareis direito poderão entrar mercado trabalho exercer profissão necesario combater desemprego nivel superior brasil	train
advogados poderes demais acham melhores outros	train
absurdo toooootal	train
pena referente crime	train
prova ordem não mede competência advogado graduação ensina advogar prova ordem não analisar mercado trabalho cada	train
simplesmente ridiculo tentam proibir criação animais tão doceis protetores	train
proteção animais	train
pl totalmente contrária constituição permitir algumas pessoas ocupem cargo emprego função pública concurso ferindo regra expressa cf medida vai encontro princípio ampla concorrência isonomia	train
porte arma agentes trânsito tanto serviço porque risco agente trânsito corre 24h dia	train
desculpa operadoras aumentem preços	train
porque não pode conhecer história conhecer dois lados história	train
médico não capacidade técnica prescrever dietas tendo vista grade curricular totalmente diferente nutricionista	train
crimes bichinhos merece punição	train
não existe nada positivo vá estudar sobre cães pq somente duas raças	train
fim exame ordem enfraquecerá advocacia visto exame condição mínima fato atestar capacidade técnica advogado	train
chega cotas isonomia não privilegiar supostamente prejudicados	train
todos	train
servidor público paga 11 após ter sido duramente penalizado proposta deixa desonerações responsáveis maior parte rombo	train
todos iguais perante lei	train
aumento endividamento municípios estados união decorrência desvio recursos públicos financeiro mediante altas taxas juros edimar cervollo	train
prevê punição adequada desídia	train
absurdo	train
bem difícil encontrar algum	train
nenhum pois lei deixa claro encomendas 100 não podem taxados	train
criação novos cargos gastos infraestrutura novos institutos alteração parâmetros conquistados duras penas divisão instituto paulo funciona perfeitamente	train
crueldade total animais	train
tanta coisa importante pra revista insistem algo extremamente ridículo noção deixem cãozinhos paz	train
tornando justa previdência	train
não efetivo fiscalização hoje existem muitos animais fauna extinção controle vamos acabar extinguindo animais quanto controle populacional animais através castração alguns pensaram	train
não regra transição servidores públicos anteriores 2003 alíquotas confiscatórias contribuição previdenciária	train
chega ridículo cogitarem tipo projeto câmara	train
busca sentido proteção ambiental buscar soluções pra sustentabilidade não caminho inverso	train
nenhum	train
escola partido não faz sentido não vejo ponto positivo	train
mudança valor benefício aposentados invalidez 100 passa 60 salário benefício todos 20 anos contribuição	train
mulheres irão prevenir gravidez indesejada acesso métodos contraceptivos	train
não cães fazem mal sim pessoas diz donos não sabe cuidar tratar encinar sábio vcs políticos vez dar fim nessa raça especial deveria fiscalizar proprietários cuidam	train
avaliação deverá feita faculdade bacharéis passam cinco anos estudando serem avaliados prova feita reprovar valor absurdo	train
altera jornada trabalho oito dez horas diárias legislação permite duas horas extras dia tal modificação simplesmente impedirá qualquer trabalhador estudar noite	train
cursos jurídicos não preparam alunos portanto não após ingresso profissão	train
10 horas trabalho trabalhador estuda maneira	train
nenhum	train
agentes penitenciários precisam reconhecidos	train
retirar excesso culposo legítima defesa significa legitimar atos agentes públicos supostamente preparados atuar momentos perigo tomar decisões rápidas prol segurança sociedade	train
completo retrocesso precisamos preserva fauna proteger espécies risco extinção além caçar esporte simplesmente cruel absurdo	train
literalmente destruirá mercado advocacia existem cursos direito brasil todo semestre nova turma forma exame essencial estudar individuo passa	train
ponto negativo fiscalização não existe pra evitar fraudes	train
nutrição além prescrever dieta cuidado individualidade promoção saúde através educação nutricional tempo paciente junto nutricionista maior consulta médica	train
pior todos crime extrair vida seres sencientes liberar crueldade retroceder consciência humana	train
irá beneficiar vários antigomobilistas demoram anos restaurando carro antigo poderem andar prontos dentro lei excelente projeto lei	train
lei apenas cria novo requisito remetente precisa pessoa física acabando isenção caso compras lojas exterior	train
